		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	0.019381	NaN	NaN	NaN	0.0013888	NaN	NaN	NaN 
																					 
Model 3132	CREBBP  | NRAS  | TGFB-UP 	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.019381	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0013888	NaN	NaN	NaN 
																					 
Model 3133	d19p12  | NRAS  | EP300 	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00068387	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	0.019381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3134	d19p12  | CREBBP  | NRAS 	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00068387	NaN	0.019381	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3135	d19p12  | NRAS  | SMARCA4 	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00068387	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	0.019381	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3136	d19p12  | NRAS  | TGFB-UP 	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0.00068387	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0013888	NaN	NaN	NaN 
																					 
Model 3137	d19p12  | NRAS  | d13q14.2 	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3138	NRAS  | EP300  | SMARCA4 	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3139	NRAS  | EP300  | d13q14.2 	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	0.019381	NaN	NaN	0.00068387	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 31310	NRAS  | d13q14.2  | TGFB-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	0.00068387	NaN	NaN	0.0013888	NaN	NaN	NaN 
																					 
Model 31311	NRAS  | SMARCA4  | d13q14.2 	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	0.019381	0.00068387	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 31312	NRAS  | TGFB-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0013888	NaN	NaN	NaN 
																					 
Model 31313	NRAS  | IL-1-UP  | TGFB-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.0013888	NaN	NaN	NaN 
																					 
Model 31314	NRAS  | IL-1-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 31315	NRAS  | IL-1-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN 
																					 
Model 31316	NRAS  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0013888	0	NaN	NaN 
																					 
Model 31317	NRAS 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 31318	NRAS  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 31319	NRAS  | SMARCA4  | IL-1-UP 	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	0.019381	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 31320	NRAS  | SMARCA4 	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	0.019381	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 31321	NRAS  | SMARCA4  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20519	NaN	NaN	NaN	NaN	0.019381	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 31322	NRAS  | d13q14.2  | IL-1-UP 	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 31323	NRAS  | d13q14.2 	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	NaN	NaN	NaN	0.00068387	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 31324	NRAS  | d13q14.2  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20519	NaN	NaN	NaN	NaN	NaN	0.00068387	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 31325	NRAS  | EP300  | IL-1-UP 	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	0.019381	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN 
																					 
Model 31326	NRAS  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41277	NaN	NaN	0.019381	NaN	NaN	NaN	NaN	NaN	0.0013888	NaN	NaN	NaN 
																					 
Model 3141	NRAS  | NF2  | SMARCA4 	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29238	0.18872	NaN	NaN	NaN	0.013729	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3142	CREBBP  | NRAS  | NF2 	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.013729	NaN	NaN	NaN	0.29238	0.2189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3143	KRAS  | NRAS  | NF2 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.29238	0.2189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3144	NRAS  | NF2  | EP300 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29238	0.2189	NaN	0.013729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3145	NRAS  | NF2  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29238	0.18872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.00098378	NaN	NaN	NaN 
																					 
Model 3146	NRAS  | NF2 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29238	0.18872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3147	NRAS  | NF2  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.14534	0.18872	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 3148	NRAS  | NF2  | TGFB-DOWN 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29238	0.2189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 3151	NRAS  | NF2  | SMARCA4 	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	0.19613	NaN	NaN	NaN	0.014268	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3152	d19p12  | NRAS  | NF2 	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00050345	NaN	NaN	NaN	NaN	NaN	0.30387	0.19613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3153	CREBBP  | NRAS  | NF2 	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.014268	NaN	NaN	NaN	0.30387	0.2275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3154	NRAS  | NF2  | EP300 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	0.2275	NaN	0.014268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3155	NRAS  | NF2  | d13q14.2 	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	0.19613	NaN	NaN	NaN	NaN	0.00050345	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3156	NRAS  | NF2  | IL-1-UP 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	0.19613	NaN	NaN	NaN	NaN	NaN	NaN	0.00050345	NaN	NaN	NaN	NaN 
																					 
Model 3157	NRAS  | NF2 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	0.19613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 3158	NRAS  | NF2  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.15105	0.19613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 3159	NRAS  | NF2  | TGFB-DOWN 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30387	0.2275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 31510	KRAS  | NRAS  | NF2 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.30387	0.2275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4101	NRAS  | NF2  | SMARCA4  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0 
CV error: 0.36036	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.17923	NaN	NaN	NaN	0.013038	NaN	NaN	NaN	0.0009343	NaN	NaN	NaN 
																					 
Model 4102	d19p12  | NRAS  | NF2  | SMARCA4 	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	0.27768	0.17923	NaN	NaN	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4103	CREBBP  | NRAS  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.013038	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0009343	NaN	NaN	NaN 
																					 
Model 4104	CREBBP  | KRAS  | NRAS  | NF2 	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.013038	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4105	d19p12  | CREBBP  | NRAS  | NF2 	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	0.013038	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4106	d19p12  | KRAS  | NRAS  | NF2 	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4107	d19p12  | NRAS  | NF2  | EP300 	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4108	d19p12  | NRAS  | NF2  | TGFB-UP 	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	0.27768	0.17923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0009343	NaN	NaN	NaN 
																					 
Model 4109	d19p12  | NRAS  | NF2  | d13q14.2 	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	NaN	NaN	0.27768	0.17923	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41010	d19p12  | NRAS  | NF2 	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	0.27768	0.17923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41011	d19p12  | NRAS  | NF2  | PI3K_only-DOWN 	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	0.13803	0.17923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 41012	d19p12  | NRAS  | NF2  | TGFB-DOWN 	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 41013	NRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	0.0009343	NaN	NaN	NaN 
																					 
Model 41014	NRAS  | NF2  | EP300  | SMARCA4 	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41015	NRAS  | NF2  | EP300  | d13q14.2 	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	0.013038	NaN	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41016	NRAS  | NF2  | EP300 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41017	NRAS  | NF2  | EP300  | PI3K_only-DOWN 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13803	0.20789	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 41018	NRAS  | NF2  | EP300  | TGFB-DOWN 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.20789	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 41019	KRAS  | NRAS  | NF2  | SMARCA4 	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41020	KRAS  | NRAS  | NF2  | EP300 	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	0.013038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41021	KRAS  | NRAS  | NF2  | TGFB-UP 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0009343	NaN	NaN	NaN 
																					 
Model 41022	KRAS  | NRAS  | NF2  | d13q14.2 	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	0.00046006	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41023	KRAS  | NRAS  | NF2 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41024	KRAS  | NRAS  | NF2  | PI3K_only-DOWN 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.13803	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN 
																					 
Model 41025	KRAS  | NRAS  | NF2  | TGFB-DOWN 	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	0.27768	0.20789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 41026	NRAS  | NF2  | SMARCA4  | d13q14.2 	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27768	0.17923	NaN	NaN	NaN	0.013038	0.00046006	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4111	d19p12  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	0.00056623	NaN	NaN	NaN	NaN	NaN	NaN	0.22059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0011499	0.17187	NaN	NaN 
																					 
Model 4112	NF2  | d13q14.2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22059	NaN	NaN	NaN	NaN	0.00056623	NaN	NaN	0.0011499	0.17187	NaN	NaN 
																					 
Model 4113	d19p12  | CREBBP  | NF2  | PI3K_only-DOWN 	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0.00056623	NaN	0	NaN	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	NaN	NaN 
																					 
Model 4114	d19p12  | KRAS  | NF2  | PI3K_only-DOWN 	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0.00056623	NaN	NaN	0	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	NaN	NaN 
																					 
Model 4115	d19p12  | NRAS  | NF2  | TGFB-UP 	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	0.00056623	NaN	NaN	NaN	NaN	NaN	0.17187	0.22059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0011499	NaN	NaN	NaN 
																					 
Model 4116	d19p12  | KRAS  | NRAS  | NF2 	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0.00056623	NaN	NaN	0	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 4117	CREBBP  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0011499	0.17187	NaN	NaN 
																					 
Model 4118	CREBBP  | KRAS  | NF2  | PI3K_only-DOWN 	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	NaN	NaN 
																					 
Model 4119	CREBBP  | KRAS  | NRAS  | NF2 	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 41110	CREBBP  | NRAS  | NF2  | TGFB-UP 	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	NaN	NaN	0.17187	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0011499	NaN	NaN	NaN 
																					 
Model 41111	KRAS  | NF2  | TGFB-UP  | PI3K_only-DOWN 	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.25587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0011499	0.17187	NaN	NaN 
																					 
Model 41112	NRAS  | NF2  | d13q14.2  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.17187	0.22059	NaN	NaN	NaN	NaN	0.00056623	NaN	NaN	0.0011499	NaN	NaN	NaN 
																					 
Model 41113	NRAS  | NF2  | EP300  | TGFB-UP 	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0 
