Cell line name	Analysis Set Name	COSMIC ID	Sanger_ID	Matched status	GDSC description_1	GDSC description_2	Study Abbreviation	Comment	MMR	Analysis Set	Exome	SNP6	expression	methylation	IC50s	RNA-seq	Comment - genetics
HK-2		1303913		Unmatched	kidney	kidney				Exclude	No	No	No	No	No		Normal cells
KMRM-M1		1298170		Unmatched	kidney	kidney				Exclude	No	No	No	No	No		Matches CAL-51. CAL-51 in Analysis set
CCD-1103-KIDTr		1295748		Unmatched	kidney	kidney_normal				Exclude	No	No	No	No	No		Normal cells
CCD-1105-KIDTr		1295749		Unmatched	kidney	kidney_normal				Exclude	No	No	No	No	No		Normal cells
HBE4-E6E7		1290903		Unmatched	lung	lung_normal				Exclude	No	No	No	No	No		Normal cells
HBE4-E6E7-C1		1290904		Unmatched	lung	lung_normal				Exclude	No	No	No	No	No		Normal cells
Hs-894-E-Lu		1298143		Unmatched	lung	lung_normal				Exclude	No	No	No	No	No		Normal cells
COLO-699		1290774		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	No		Common ancestry CHL-1. CHL-1 in Analysis set
NCI-H2073		908478		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	No		Common ancestry NCI-H1993. NCI-H1993 in Analysis set
Calu-1		724858		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	Yes		Incorrect version by STR
DV-90		753553		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	Yes		Matches LS-180. LS-180 in Analysis set
NCI-H322		687822		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	No		Wrong line - incorrect STR profile. NCI-H322M and NCI-H322 probably the same cell line (same age/ethnicity/histology). NCI-H322M in Analysis set
PC-9		1247874		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	No		Matches PC-14. PC-14 in Analysis set
RERF-LC-Ad1		1298535		Unmatched	lung_NSCLC	lung_NSCLC_adenocarcinoma				Exclude	No	No	No	No	No		Matches SW1573. SW1573 in Analysis set
LU-65A		753590		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Common ancestry LU-65. LU-65 in Analysis set
LU65B		1298228		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Common ancestry LU-65. LU-65 in Analysis set
LU65C		1298229		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Common ancestry LU-65. LU-65 in Analysis set
LU99B		1298230		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Common ancestry LU-99A. LU-99A in Analysis set
LU99C		1298231		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Common ancestry LU-99A. LU-99A in Analysis set
COR-L23-CPR		1290794		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Derived from COR-L23 - COR-L23/CPR is a drug-resistant variant (ECACC catalogue no. 92031919). The line was developed by growing the parent line in increasing concentrations of cisplatin. COR-L23 in Analysis set
LU99		1333012		Unmatched	lung_NSCLC	lung_NSCLC_large cell				Exclude	No	No	No	No	No		Possible parental line of LU-99A. LU-99A in Analysis set
LUDLU-1		753591		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma				Exclude	No	No	No	No	No		Common ancestry HCT-15. HCT-15 in Analysis set
273T		1287382		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma				Exclude	No	No	No	No	No		Matches A549. A548 in Analysis set
LC-1F		907785		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma				Exclude	No	Yes	Yes	Yes	Yes		Matches LC-1-sq - Same patient as LC-1-sq. Has poor growth (clumpy). LC-1-sq in Analysis set
VMRC-LCP		930300		Unmatched	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma				Exclude	No	No	No	No	No		Matches  VMRC-LCD. Wrong line. Missed published STR profile.  VMRC-LCD in Analysis set
BEAS-2B		1290723		Unmatched	lung	Lung_other				Exclude	No	No	No	No	No		Normal cells
CCD-14Br		1295750		Unmatched	lung	Lung_other				Exclude	No	No	No	No	No		Normal cells
HBE135-E6E7		1290902		Unmatched	lung	Lung_other				Exclude	No	No	No	No	No		Normal cells
WI-26-VA4		1308852		Unmatched	lung	Lung_other				Exclude	No	No	No	No	No		Normal cells
H69AR		1303898		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Anthracycline-resistant clone of H69 (NCI-H69). NCI-H69 in Analysis set
NCI-H1882		753602		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Matches NCI-H1876 - ATCC: Same patient information and STR profile as NCI-H1876. NCI-H1876 in Analysis set
NCI-H1870		1330971		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		ATCC: STR yielded similar profiles for NCI-H1304 (ATCC¨ CRL-5862) and NCI-H1870 (ATCC¨ CRL-5901). Both cell lines have been discontinued from the collection. NCI-H1304 in Analysis set
NCI-H2195		1298354		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Matches NCI-H2196 - Both NCI-H2195 and NCI-H2196 are SCLC, were derived from a 67-year old white male and were deposited by the same researchers. NCI-H2196 in Analysis set
H69V		1290901		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		ECACC: An adherent subline H69v was derived from the cell line H69 (ECACC catalogue no. 91091802) . Behaves more like parental line - suspension. NCI-H69 in analysis set
COR-L51		910555		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Incorrect version by STR
H69		713879		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Matches NCI-H69. NCI-H69 and H69 are the same cell line. NCI-H69 in Analysis set
Lu-134-A-H		1298227		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Lu-134-A-H and LU-134-A probably from same patient (80yr old male, SCLC). LU-134-A in Analysis set
LU-134-B		1330938		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Lu-134-A and LU-134-B probably from same patient (80yr old male, SCLC) - RIKEN (RCB0467) has references to each on both cell info sheets. LU-134-A in Analysis set
NCI-H889		908456		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Matches COLO-205. COLO-205 in Analysis set
RERF-LC-MA		713883		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Matches SK-MES-1. JCRB: Human lung carcinoma-derived cell line. The same DNA profile as other lung squamous carcinoma cell line, SK-MES-1 (DSMZ ACC 353), and therefore is originated from common ancester (cross culture conatmination is suspected). SK-MES-1 in Analysis set
SBC-2		1331029		Unmatched	lung_SCLC	lung_small_cell_carcinoma				Exclude	No	No	No	No	No		Matches SBC-1. Express the same DNA profile as other small cell carcinoma cell line, SBC-1 (JCRB0816), and therefore is originated from common ancester (cross culture conamination is suspected). SBC-1 in Analysis set
SK-N-MC		753613		Unmatched	nervous_system	Ewings_sarcoma				Exclude	No	No	No	No	No		Common ancestry MC-IXC. MC-IXC in Analysis set
M059K		1298232		Unmatched	nervous_system	glioma				Exclude	No	No	Yes	Yes	No		Matches M059J - ATCC: from same tumour specimen - M059J cells lack DNA-dependent protein kinase activity, while M059K cells express normal levels of DNA-dependent protein kinase. M059J in Analysis set
B2-17		911904		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Matches U251 - Common ancestry - U-251-MG, B2-17 and SNB19. Hymidine kinase-deficient mutant of U-251 MG cells, GFAP-negative. U251 in Analysis set
GOS-3		906874		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Common ancestry KINGS-1. KINGS-1 in Analysis set
1321N1		906799		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Common ancestry U-118-MG. U-118-MG in Analysis set
SNB19		905966		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Matches U251 - Common ancestry U-251 / discontinued by ATCC. U251 in Analysis set
U-373-MG		910078		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Matches U251 - Common ancestry U-251 / discontinued by ATCC. U251 in Analysis set
IPDDC-A2		1327762		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Discontinued by ECACC - Species found to be Rat.
KG-1-C		1240164		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	Yes		Matches KMRC-1. KMRC-1 in Analysis set
LNZTA3WT11		1298224		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		LNZTA3WT4 (ATCC CRL-11543) and LNZTA3WT11 (ATCC CRL-11544) cell lines were derived from the glioblastoma cell line LN-Z308 and were transfected with plasmid pUHD15-1 neo. No longer commercially available. LNZTA3WT4 in Analysis set
U-138-MG		1299071		Unmatched	nervous_system	glioma				Exclude	No	No	No	No	No		Matches U-118-MG. U-118-MG and U-138-MG identical STR profiles (ATCC) and both provided by the same lab. U-118-MG in Analysis set
SK-N-BE-2		1331058		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	Yes	No		Matches BE(2)-M17 - ATCC: BE(2)-M17 is a clone of the SK-N-BE(2) neuroblastoma cell line (see ATCC CRL-2271) - BE(2)-M17 in analysis set
IMR-32		998183		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	Yes	No		Common ancestry IMR-5. IMR-5 in Analysis set
BE2-C		910782		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Subclone of BE2-M17. BE2-M17 in Analysis set
SH-SY5Y		909714		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Matches SK-N-SH - Clonal subline of the neuroepithelioma cell line SK-N-SH that had been established in 1970 from the bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma (DSMZ). SK-N-SH in Analysis set
LAN-1		753619		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Matches BE(2)-M17 - prob cross-contaminated cell line. BE(2)-M17 in analysis set
LAN-5		907784		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Matches SK-N-SH - prob cross-contaminated cell line. SK-N-SH in Analysis set
GOTO-P3		906876		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Matches GOTO. GOTO in Analysis set
NB16		910929		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Wrong line - incorrect STR profile.
SCCH-26		909710		Unmatched	neuroblastoma	neuroblastoma				Exclude	No	No	No	No	No		Matches NCI-H810. Worng line by STR. NCI-H810 in analysis set
KP-1NL		1298217		Unmatched	pancreas	pancreas				Exclude	No	No	No	No	No		Matches KP-1N. JHSF: Cells established from the resulting tumor nodules in the liver of mouse, into the spleen where KP-1N cells had been injected. KP-1N in Analysis set
KP-3L		1298220		Unmatched	pancreas	pancreas				Exclude	No	No	No	No	No		Matches KP-3. JHSF: Cells were established from the resulting tumor nodules in the liver of mouse that had been injected KP-3 cells into the spleen. KP-3 in Analysis set
PANC-1		753625		Unmatched	pancreas	pancreas				Exclude	No	No	No	No	No		JHSF: STR pattern is the same as KP-1N, and cross contamination is suspected. (Previous note: Common ancestry with HT-29). KP-1N in Analysis set
PL45		725721		Unmatched	pancreas	pancreas				Exclude	No	No	No	No	No		Panc 10.05 & PL45 cell line (ATCC CRL-2558) derived from the same patient. PANC 10.05 in Analysis set
HMCB		907296		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Common ancestry CHL-1. CHL-1 in Analysis set
COLO-853		906811		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Common ancestry COLO 829. COLO-829 in Analysis set
COLO-857		906810		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Common ancestry COLO 829. COLO-829 in Analysis set
COLO-858		906809		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Common ancestry COLO 829. COLO-829 in Analysis set
GR-M		907293		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Common ancestry PSN1. PSN1 in Analysis set
WM-266-4		1299076		Unmatched	skin	melanoma				Exclude	No	No	Yes	Yes	No		Matches WM-115 - Derived from a metastasis of the same parent as WM-115 (ECACC catalogue no. 91061232). WM-115 in Analysis set
A375-S2		1290717		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Derived from A375. A375 in Analysis set
IGR-39		1298148		Unmatched	skin	melanoma				Exclude	No	No	No	Yes	No		Matches IGR-37 - DSMZ - from same patient as cell line IGR-37. IGR-37 in Analysis set
COLO-818		1290793		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Matches COLO-800. COLO-800 in Analysis set
Colo-794		1297437		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		ECACC: COLO 800 and COLO 794 (ECACC Catalogue number 94072237) were both derived from the same 14 year old male This has been confirmed by STR profiling. COLO-800 in Analysis set
1205Lu		1287378		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Matches WM793B. WM793B in Analysis set
A375-C6		1290716		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Derived from the parental line A375 (ECACC catalogue no. 88113005) by limiting dilution together with its twin clone A375-C5 (ECACC catalogue no. 97011320) which is IL-1 unresponsive. Was previously labelled as A373-C6 howver this has been identified as a typo also present at SIGMA where the line is lablled as both A375 and A373. A375 in Analysis set
COLO-849		910949		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Matches COLO-829. COLO-829 in Analysis set
Hs-944-T		1240152		Unmatched	skin	melanoma				Exclude	Yes	Yes	Yes	Yes	No		Hs-944-T is listed at the ATCC as being derived from a fibroblast.
SK-MEL-39		1299056		Unmatched	skin	melanoma				Exclude	No	No	No	No	No		Matches CAN. CAN in Analysis set
FLYA13		1290802		Unmatched	soft_tissue	fibrosarcoma				Exclude	No	No	No	No	No		Derived from HT-1080. HT-1080 in Analysiss set
RH-30		1330998		Unmatched	soft_tissue	rhabdomyosarcoma				Exclude	No	No	No	No	No		Matches SJRH30 and same paper referenced in each case. SJRH30 in Analysis set
ONCO-DG-1		1298360		Unmatched	thyroid	thyroid				Exclude	No	No	No	No	No		Matches OVCAR-3 - DNA fingerprinting analysis at the DSMZ showed cross-contamination with cell line OVCAR-3. OVCAR-3 in Analysiss set
FTC-238		999825		Unmatched	thyroid	thyroid				Exclude	No	No	No	No	No		Same patient as FTC-133. FTC-133 in Analysis set
TCO-1		909763		Unmatched	thyroid	thyroid				Exclude	No	No	No	No	No		Wrong line. Misses STR profile
1A6		1287380		Unmatched	urogenital_system	Bladder				Exclude	No	No	No	No	No		Common ancestry 5637. 5637 in Analysis set
EJ138		1290800		Unmatched	urogenital_system	Bladder				Exclude	No	No	No	No	No		Common ancestry T-24. T-24 in Analysis set
ECV304		1322215		Unmatched	urogenital_system	Bladder				Exclude	No	No	No	No	No		ECACC: Using new PCR based single locus fingerprint techniques, it was discovered that this cell line is identical to T-24. Because T-24 was established in 1970 compared to 1984 for ECV304 it is assumed that ECV304 is the false cell line.
RT112-84		1299048		Unmatched	urogenital_system	Bladder				Exclude	No	No	No	No	No		Derived from RT-112  (Bader SA, 1987). RT-112 in Analysis set
C-4-II		910553		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Matches C-2-II - C-4 I and C-4 II derived from same patient. C-4-I in Analysis set
AV3		1295742		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
BT-B		1290726		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
Bu25TK-		753537		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLaSF		687509		Unmatched	urogenital_system	cervix				Exclude	No	No	Yes	Yes	No		Matches HeLa - Derivative of HeLa, but HeLa used more extensively in research. Hela in Analysis set
HeLa-229		1303903		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLa-AG		1303904		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLa-P3-S		1303909		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLa-S3		1303905		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLa-S3-sc		1303906		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLa-TG		1303907		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
HeLa-TG-Cap		1303908		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Common ancestry HeLa. HeLa in Analysis set
Hs-588-T		1240148		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Matches 201T. 201T in Analysis set
SKG-IIIb		1299053		Unmatched	urogenital_system	cervix				Exclude	No	No	No	No	No		Matches SKG-IIIa. SKG-IIIa and SKG-IIIb originated from the same patient. SKG-111a in Analysis set
EFE-184		924109		Unmatched	urogenital_system	endometrium				Exclude	No	No	No	No	Yes		Incorrect version by STR
Ishikawa		1298150		Unmatched	urogenital_system	endometrium				Exclude	No	No	Yes	Yes	No		Incorrect version by STR - (does not match Ishikawa(Heraklio)02ER- (SLF)), Hits ECC-1 (ATCC (CRL-2923)) by STR
MES-SADx-5		1298236		Unmatched	urogenital_system	endometrium				Exclude	No	No	No	No	No		Matches MES-SA. The multi drug-resistant cell line derived from MES-SA. MES-SA in Analysis set
C13		1479983		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches ME-180. ME-180 in Analysis set
A2780ADR		1287940		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches A2789 - Drug resistant clones of A2780. A2780 in Analysis set
A2780cis		1295736		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches A2789 - Drug resistant clones of A2780. A2780 in Analysis set
PEO4		1480373		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches PEO1 - ECACC: Same patient as PEO1 & PEO6 - PEO4was collected after clinical resistance developed to chemotherapy. PEO1 in Analysis set
A1847		1479981		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	Yes		Matches OVCAR-8. OVCAR-8 in Analysis set
A2008		1479982		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches ME-180. ME-180 in Analysis set
Caov-2		1479984		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	Yes		Matches Calu-6. Calu-6 in Analysis set
COLO-704		906816		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches COLO-684 . COLO-684 in Analysis set
COLO-720E		910938		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches COLO-684 . COLO-684 in Analysis set
Hey-A8		1479989		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches HEY. HEY in Analysis set
Hey-C2		1479990		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches HEY. HEY in Analysis set
IOSE-364(-)		1479991		Unmatched	urogenital_system	ovary				Exclude	Yes	Yes	Yes	Yes	Yes		Normal cells
IOSE-397		1479992		Unmatched	urogenital_system	ovary				Exclude	Yes	Yes	Yes	Yes	Yes		Normal cells
IOSE-523(-)		1479993		Unmatched	urogenital_system	ovary				Exclude	Yes	Yes	Yes	Yes	Yes		Normal cells
IOSE-75-16SV40		1479994		Unmatched	urogenital_system	ovary				Exclude	Yes	Yes	Yes	Yes	Yes		Normal cells
OV2008		1480363		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches ME-180. ME-180 in Analysis set
OVCA429		1480365		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches OVCA433 (3754). OVCA433 in Analysis set
OVCAR-10		1480370		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	Yes		Matches A2780. A2780 in Analysis set
OVCAR-2		1480369		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	Yes		Matches Calu-6. Calu-6 in Analysis set
OVSAYO		1298364		Unmatched	urogenital_system	ovary				Exclude	No	No	No	No	No		Matches OVMIU. OVMIU in Analysis set
RWPE-1		1331026		Unmatched	urogenital_system	prostate				Exclude	No	No	Yes	Yes	No		ATCC: Epithelial cells derived from the peripheral zone of a histologically normal adult human prostate were transfected with a single copy of the human papilloma virus 18 (HPV-18) to establish the RWPE-1 (ATCC CRL-11609) cell line [PubMed: 9214605]
RWPE-2		1331027		Unmatched	urogenital_system	prostate				Exclude	No	No	No	No	No		ATCC: RWPE-2 cells were derived from RWPE-1 cells (ATCC CRL-11609) by transformation with Ki-ras using the Kirsten murine sarcoma virus (Ki-MuSV)
BeWo		910917		Unmatched	urogenital_system	urogenital_system_other				Exclude	No	No	No	No	No		Common ancestry JEG-3. JEH-3 in Analysis set
COLO-685		999822		Unmatched	urogenital_system	uterus				Exclude	No	No	No	No	No		Matches COLO-684 - COLO-684 and COLO-685 from same patient. COLO-684 IN Analysis set
PCI-37B		1333024		Unmatched	aero_dig_tract	head and neck					No	No	No	No	No		Contaminated cell line - ???
ACC112		1238786		Unmatched	aero_dig_tract	head and neck					No	No	No	No	No		Not commercially available
ACC2		1290719		Unmatched	aero_dig_tract	head and neck					No	No	No	No	No		Not Commercially Available, many acc lines have been found to have been mis-identified http://www.accrf.org/pdf/accrf_update_march2009.pdf
PCI-15		1240203		Unmatched	aero_dig_tract	head and neck					No	No	No	No	No		Passes QC - Does NOT match PCI-15A
PCI-6B		1298532		Unmatched	aero_dig_tract	head and neck					No	No	No	No	No		No QC data. PCI-6A in Analysis set??
BIC-1		1295745		Unmatched	aero_dig_tract	oesophagus					No	No	No	No	No		Incorrect cell line - ????
SEG-1		NA		Unmatched	aero_dig_tract	oesophagus					No	No	No	No	No		No QC data
AML-193		949089		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
Clone15-HL-60		1297434		Unmatched	leukemia	acute_myeloid_leukaemia				Exclude	No	No	No	No	No		Derived from HL-60 that had been grown at an elevated pH. HL-60 in Analysis set
Kasumi-3		1327776		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	Yes		No QC data
KASUMI-6		1330930		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
MUTZ-2		1330957		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
MUTZ-3		1330958		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
TF-1		1331044		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	Yes		No QC data
TF-1.CN5a.1		NA		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
TF-1a		NA		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
UT-7		1331047		Unmatched	leukemia	acute_myeloid_leukaemia					No	No	No	No	No		No QC data
BC-2		1295743		Unmatched	lymphoma	B_cell_lymphoma					No	No	No	No	Yes		No QC data
BSL2KA		1295746		Unmatched	lymphoma	B_cell_lymphoma					No	No	No	No	No		Lost cell line - ????
Toledo		1331046		Unmatched	lymphoma	B_cell_lymphoma					No	No	No	No	Yes		No QC data
RPMI 1788		NA		Unmatched	blood	Blood_normal					No	No	No	No	No		No QC data
WILCL		NA		Unmatched	blood	Blood_normal					No	No	No	No	No		No QC data
P3HR-1		1330988		Unmatched	lymphoma	Burkitt_lymphoma					No	No	No	No	Yes		No QC data
Ramos-RA-1		NA		Unmatched	lymphoma	Burkitt_lymphoma					No	No	No	No	No		No QC data
TE-161-T		909765		Unmatched	lymphoma	Burkitt_lymphoma					No	No	No	No	No		No QC data. Poor Growth, unable to obtain good quality DNA sample
KASUMI-4		1330929		Unmatched	leukemia	chronic_myeloid_leukaemia					No	No	No	No	No		No QC data
NALM-1		908157		Unmatched	leukemia	chronic_myeloid_leukaemia					No	No	No	No	No		No QC data
Hs 819.T		NA		Unmatched	leukemia	haematopoietic_neoplasm other					No	No	No	No	No		No QC data
MOLM-20		1330949		Unmatched	leukemia	haematopoietic_neoplasm other					No	No	No	No	No		No QC data
Mo-B		1330946		Unmatched	leukemia	hairy_cell_leukaemia					No	No	No	No	No		No QC data
Hs 604.T		NA		Unmatched	lymphoma	Hodgkin_lymphoma					No	No	No	No	No		No QC data
Hs 611.T		NA		Unmatched	lymphoma	Hodgkin_lymphoma					No	No	No	No	No		No QC data
Hs 616.T		NA		Unmatched	lymphoma	Hodgkin_lymphoma					No	No	No	No	No		No QC data
Hs-751-T		1322223		Unmatched	lymphoma	Hodgkin_lymphoma					No	No	No	No	No		No QC data - Not commercially available
TO 175.T		NA		Unmatched	lymphoma	Hodgkin_lymphoma					No	No	No	No	No		No QC data
KY821A3		NA		Unmatched	leukemia	leukemia					No	No	No	No	No		No QC data
M-07e		1330939		Unmatched	leukemia	leukemia					No	No	No	No	No		No QC data
380		924101		Unmatched	leukemia	lymphoblastic_leukemia					No	No	No	No	No		DSMZ: Cells are very difficult to culture and grow very slowly! cells appear to grow better in 24-well-plates than in flasks
TALL-104		1331041		Unmatched	leukemia	lymphoblastic_leukemia					No	No	No	No	No		No QC data
I-9-2		1327761		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia				Exclude	No	No	Yes	Yes	No		Matches JURKAT. JURKAT in Analysis set
P116		1330986		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia					No	No	No	No	Yes		No QC data
P116.cl39		NA		Unmatched	leukemia	lymphoblastic_T_cell_leukaemia					No	No	No	No	No		No QC data
HLCL-1		1322217		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
Hs 313.T		NA		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
Hs 505.T		NA		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
Hs 777.T		NA		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
Hs-491-T		1322219		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data - Not commercially available
Hs-518-T		1322220		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data - Not commercially available
Hs-602		1322221		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
HT-1417		1327756		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
HuT 102		NA		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data
MJ		908137		Unmatched	lymphoma	lymphoid_neoplasm other					No	No	No	No	No		No QC data. The cells produce Human T cell Leukemia virus (HTLV-I) and HTLV related antigens. 
C5-MJ		1295747		Unmatched	leukemia	T_cell_leukemia					No	No	No	No	No		HTLV-1 - ????
DERL-7		1297444		Unmatched	leukemia	T_cell_leukemia					No	No	No	No	No		No QC data
4244135-GCT		1240120		Unmatched	bone	bone_other					No	No	No	No	No		Not commercially available
Ch8		1290766		Unmatched	bone	bone_other					No	No	No	No	No		Not commercially available
CS2		1297441		Unmatched	bone	bone_other					No	No	No	No	No		No QC data
Hs-737-T		1322222		Unmatched	bone	bone_other					No	No	No	No	No		No QC data
OSA-4463997		1333020		Unmatched	bone	bone_other					No	No	No	No	No		Growth pattern, Not commercially available
SS1		1333025		Unmatched	bone	bone_other					No	No	No	No	No		No QC data. Not commercially available
Hs 863.T		NA		Unmatched	bone	ewings_sarcoma					No	No	No	No	No		No QC data
RD-ES		1330996		Unmatched	bone	ewings_sarcoma					No	No	No	No	Yes		No QC data
