Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 1419	¬CREBBP  & ¬KRAS  & BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0	0/NaN	0/NaN	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14110	¬CREBBP  & ¬KRAS  & NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14111	NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.035279	0 /NaN 
Model 14112	¬KRAS  & NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14113	¬CREBBP  & NF2  & ¬EP300  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36168	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14114	¬PTEN  & ¬KRAS  & NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	1/0.38686	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14115	¬d19p12  & ¬KRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	1/0.36225	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14116	¬d19p12  & ¬d(FANCG,PAX5)  & ¬KRAS  & NF2 	NA	0/NaN	-1/0	-1/0	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	1/0.2516	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14117	¬d19p12  & ¬d(FANCG,PAX5)  & ¬CREBBP  & NF2 	NA	0/NaN	-1/0	-1/0	-1/0.035279	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2516	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14118	¬d19p12  & ¬CREBBP  & NF2 	NA	0/NaN	-1/0	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36225	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14119	¬d19p12  & ¬KRAS  & BRAF  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14120	¬d19p12  & NF2  & ¬EP300 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36225	0/NaN	-1/0.035279	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14121	¬d19p12  & BRAF  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.035279	0/NaN	0/NaN	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14122	¬d19p12  & BRAF  & ¬NF1  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.035279	-1/0	0/NaN	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14123	¬d19p12  & BRAF  & ¬NRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.035279	0/NaN	-1/0	1/0.17783	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14124	¬d19p12  & ¬CREBBP  & ¬KRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.36225	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14125	¬d19p12  & BRAF  & NF2  & ¬EP300 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	1/0.17783	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14126	¬d19p12  & BRAF  & NF2  & ¬PIK3CA 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.035279	0/NaN	0/NaN	1/0.066165	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1421	¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	1/0.16857	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1422	¬CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1423	NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16857	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.044013	0 /NaN 
Model 1424	¬CREBBP  & ¬KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1425	¬CREBBP  & ¬KRAS  & NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 1426	¬CREBBP  & NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 1427	¬KRAS  & NF2  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.16857	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 1428	¬CREBBP  & NF2  & ¬EP300  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 1429	¬CREBBP  & ¬KRAS  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14210	NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14211	¬KRAS  & NF2  & ¬EP300  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14212	¬KRAS  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14213	NF2  & ¬EP300  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14214	¬CREBBP  & BRAF  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0	0/NaN	0/NaN	1/0.2778	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14215	BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.044013	0/NaN	0/NaN	1/0.25778	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14216	¬d(FANCG,PAX5)  & ¬CREBBP  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18929	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14217	BRAF  & NF2  & ¬EP300  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	1/0.2778	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0 /NaN 
Model 14218	¬CREBBP  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14219	¬d19p12  & ¬CREBBP  & NF2  & ¬EP300 	NA	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18929	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14220	¬KRAS  & BRAF  & NF2  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0	0/NaN	0/NaN	1/0.2778	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14221	¬CREBBP  & ¬KRAS  & BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0	0/NaN	0/NaN	1/0.2778	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14222	¬CREBBP  & ¬KRAS  & NF2  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.18859	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14223	¬d19p12  & ¬KRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	1/0.16927	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14224	¬d(FANCG,PAX5)  & ¬KRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	-1/0.044013	0/NaN	0/NaN	0/NaN	1/0.16927	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14225	¬d(FANCG,PAX5)  & ¬CREBBP  & NF2 	NA	0/NaN	0/NaN	-1/0	-1/0.044013	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18929	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14226	¬d(FANCG,PAX5)  & ¬CREBBP  & ¬KRAS  & NF2 	NA	0/NaN	0/NaN	-1/0	-1/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.18929	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1431	¬d(FANCG,PAX5)  & ¬BRAF  & ¬NF1  & ¬H2O2-UP 	NA	0/NaN	0/NaN	-1/0.13363	0/NaN	0/NaN	-1/0.11469	-1/0.17718	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.1209	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1432	¬BRAF  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.30874	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1433	¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.41137	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1434	¬d19p12  & ¬BRAF  & ¬NF1  & NRAS 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	-1/0	1/0.25314	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1435	¬d19p12  & ¬d(FANCG,PAX5)  & ¬BRAF  & NRAS 	NA	0/NaN	-1/0	-1/0	0/NaN	0/NaN	-1/0	0/NaN	1/0.29668	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1436	¬d19p12  & ¬CREBBP  & ¬BRAF  & NRAS 	NA	0/NaN	-1/0	0/NaN	-1/0	0/NaN	-1/0	0/NaN	1/0.43032	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1437	¬d19p12  & ¬NF1  & NRAS  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.24694	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1438	¬d19p12  & NRAS  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.42411	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1439	¬d19p12  & ¬NF1  & NRAS  & ¬CDKN2A 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.31367	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14310	¬d19p12  & NRAS  & ¬CDKN2A  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.36995	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14311	¬d19p12  & NRAS  & ¬EP300  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44349	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14312	¬d19p12  & ¬BRAF  & NRAS  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.30942	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14313	¬d19p12  & NRAS  & ¬SMARCA4  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44349	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14314	¬d19p12  & NRAS  & ¬d13q14.2  & ¬H2O2-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.42411	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14315	¬d19p12  & NRAS  & ¬d13q14.2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.54501	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14316	¬d19p12  & NRAS  & ¬d13q14.2  & ¬IL-1-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.53917	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14317	¬d19p12  & NRAS  & ¬SMARCA4  & ¬d13q14.2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.56439	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14318	¬d19p12  & NRAS  & ¬SMARCA4 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.56439	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14319	¬d19p12  & NRAS  & ¬d13q14.2  & ¬TGFB-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.5464	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14320	¬d19p12  & NRAS  & ¬d13q14.2  & ¬Wnt-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.49085	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model 14321	¬d19p12  & NRAS  & ¬CDKN2A  & ¬EP300 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.51023	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14322	¬d19p12  & NRAS  & ¬CDKN2A  & ¬SMARCA4 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.51023	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14323	¬d19p12  & ¬BRAF  & NRAS  & ¬CDKN2A 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.43032	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14324	¬d19p12  & ¬BRAF  & NRAS  & ¬EP300 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.43032	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14325	¬d19p12  & ¬BRAF  & NRAS  & ¬SMARCA4 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.43032	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14326	¬d19p12  & ¬BRAF  & NRAS  & ¬d13q14.2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.43032	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1441	¬KRAS  & NRAS  & ¬CDKN2A  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.16772	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1442	NRAS  & ¬CDKN2A  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1979	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1443	NRAS  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23626	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1444	NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29238	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1445	NRAS  & ¬CDKN2A  & ¬EP300  & ¬PIK3CA 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.090045	0/NaN	-1/0	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1446	NRAS  & ¬EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.22394	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1447	NRAS  & ¬CDKN2A 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.20203	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1448	NRAS  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25412	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1449	¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	1/0.11489	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14410	¬CREBBP  & ¬NF1  & NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.012802	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14411	¬d(FANCG,PAX5)  & NRAS  & ¬CDKN2A  & ¬TGFB-UP 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.10835	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0 /NaN 
Model 14412	¬CREBBP  & ¬NF1  & NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.31734	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14413	¬CREBBP  & ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	1/0.098438	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14414	¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.22394	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14415	NRAS  & ¬CDKN2A  & ¬PIK3CA  & ¬IL-1-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.10237	0/NaN	-1/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14416	NRAS  & ¬PIK3CA  & ¬H2O2-UP  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.020863	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
