		PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 22020	查19p12  & BRAF   |  PI3K_only-DOWN 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22021	BRAF  & 昧F1   |  PI3K_only-DOWN 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.33032	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22022	查19p12  & BRAF   |  春RAS  & PI3K_only-DOWN 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	0	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22023	查19p12  & BRAF   |  昧F1  & PI3K_only-DOWN 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0.3812	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22024	BRAF   |  查(FANCG,PAX5)  & PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.3812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.055575	NaN	NaN 
																					 
Model 22025	春RAS  & BRAF   |  PTEN  & 昧F1 	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	NaN	NaN	0	0.3812	0.055575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22026	BRAF  & 昧F2   |  PTEN  & 昧F1 	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.055575	NaN	NaN	NaN	NaN	0.35672	0.055575	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2211	BRAF  & 斫2O2-UP   |  TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.058256	NaN 
																					 
Model 2212	BRAF  & 斫2O2-UP   |  EP300  & 柱nt-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.3671	NaN	NaN	NaN	NaN	0.058256	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0 
																					 
Model 2213	NF2  & 斫2O2-UP   |  BRAF  & 昧RAS 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
		0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.1278	NaN	0	0.058256	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2214	NF2  & 斫2O2-UP   |  BRAF 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0 
		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44911	NaN	NaN	0.058256	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2215	BRAF   |  星TEN  & TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.058256	NaN 
																					 
Model 2216	查19p12  & BRAF   |  星TEN  & TGFB-DOWN 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	0	0	NaN	NaN	NaN	0.33105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.058256	NaN 
																					 
Model 2217	查19p12  & BRAF   |  CREBBP 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.058256	NaN	0.33105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2218	查19p12  & BRAF   |  KRAS  & NF2 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	0	0.33105	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2219	星TEN  & BRAF   |  KRAS  & NF2 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	0	0.23324	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22110	星TEN  & BRAF   |  NF2 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.23324	NaN	NaN	0.058256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22111	BRAF   |  查(FANCG,PAX5)  & NF2 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.44911	NaN	NaN	0.058256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22112	BRAF   |  KRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.058256	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22113	BRAF   |  TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.058256	NaN 
																					 
Model 22114	BRAF   |  CREBBP 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.058256	NaN	0.37138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22115	BRAF   |  NF2 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44911	NaN	NaN	0.058256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22116	BRAF   |  CREBBP  & 拾RAF 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.058256	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22117	BRAF   |  拾RAF  & NF2 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.058256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22118	BRAF   |  CREBBP  & NF2 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	0.48831	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22119	BRAF   |  KRAS  & 拾RAF 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0.058256	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22120	BRAF   |  NF2  & EP300 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.48831	NaN	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22121	查19p12  & BRAF   |  CREBBP  & 拾RAF 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0.058256	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22122	BRAF   |  CREBBP  & KRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	0	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22123	BRAF   |  KRAS  & NF2 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	0	0.48831	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22124	查19p12  & BRAF   |  CREBBP  & NF2 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	0	NaN	0.33105	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22125	BRAF   |  CREBBP  & 昤MARCA4 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.058256	NaN	0.48831	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22126	BRAF  & 昧F2   |  CREBBP  & 昤MARCA4 	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.058256	NaN	0.3674	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2221	BRAF  & 昧F1   |  PI3K_only-DOWN 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.25987	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069573	NaN	NaN 
																					 
Model 2222	NRAS  & 昤MARCA4   |  BRAF  & 曷GFB-DOWN 	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0 
		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.43867	NaN	0.069573	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN 
																					 
Model 2223	BRAF   |  PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069573	NaN	NaN 
																					 
Model 2224	查(FANCG,PAX5)  & BRAF   |  PI3K_only-DOWN 	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.059564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069573	NaN	NaN 
																					 
Model 2225	BRAF   |  拴REBBP  & NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0	NaN	0.44623	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2226	查19p12  & BRAF   |  NRAS 	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0.36473	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2227	BRAF   |  昧F1  & NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	0	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2228	星TEN  & BRAF   |  NRAS  & 昧F2 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.28828	NaN	0.069573	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2229	BRAF   |  NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22210	星TEN  & BRAF   |  NRAS 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.28828	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22211	BRAF   |  查19p12  & NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	0	NaN	NaN	NaN	0.44623	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22212	星TEN  & BRAF   |  查19p12  & NRAS 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	0	NaN	NaN	NaN	0.28828	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22213	BRAF   |  NRAS  & 昧F2 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	NaN	0.069573	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22214	BRAF   |  PTEN  & NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.44623	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22215	BRAF   |  PTEN  & 昧F1 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.069573	NaN	NaN	NaN	NaN	0.44623	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22216	BRAF   |  TGFB-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.44623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.045532	NaN 
																					 
Model 22217	星TEN  & BRAF   |  PTEN  & NRAS 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.28828	NaN	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22218	星TEN  & BRAF   |  PTEN  & PI3K_only-DOWN 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.28828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069573	NaN	NaN 
																					 
Model 22219	星TEN  & BRAF   |  PI3K_only-DOWN 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.28828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069573	NaN	NaN 
																					 
Model 22220	星TEN  & BRAF   |  CREBBP  & 拾RAF 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	0.045532	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22221	星TEN  & BRAF   |  PTEN  & 昧F1 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.28828	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22222	BRAF   |  PTEN  & PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.44623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.069573	NaN	NaN 
																					 
Model 22223	BRAF  & 昧F1   |  CREBBP  & 昧F1 	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.045532	NaN	0.23582	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22224	春RAS  & BRAF   |  PTEN  & 昧F1 	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.069573	NaN	NaN	NaN	0	0.43867	0.069573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22225	BRAF   |  CREBBP  & 拾RAF 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	0.045532	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 22226	BRAF   |  查(FANCG,PAX5)  & NRAS 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	NaN	NaN	0	NaN	NaN	0.44623	NaN	0.059564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2231	BRAF   |  查13q14.2  & PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.067877	NaN	NaN 
																					 
Model 2232	PTEN  & 查13q14.2   |  BRAF 	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0 
		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.067877	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2233	BRAF   |  PI3K_only-DOWN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	NaN	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.067877	NaN	NaN 
																					 
Model 2234	星TEN  & BRAF   |  PI3K_only-DOWN 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.067877	NaN	NaN 
																					 
Model 2235	星TEN  & BRAF   |  PTEN 	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2236	BRAF   |  PTEN 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
	Feature Importance Scores:	0.067877	NaN	NaN	NaN	NaN	0.34652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN 
																					 
Model 2237	BRAF   |  PTEN  & 拴DKN2A 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
		1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0 
