Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 2213	NF2  & ¬H2O2-UP   |  BRAF  & ¬NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.1278	0/NaN	0/0	1/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2214	NF2  & ¬H2O2-UP   |  BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.44911	0/NaN	0/NaN	1/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
Model 2215	BRAF   |  ¬PTEN  & TGFB-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.058256	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
Model 2216	¬d19p12  & BRAF   |  ¬PTEN  & TGFB-DOWN 	NA	0/0	-1/0	0/NaN	0/NaN	0/NaN	1/0.33105	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.058256	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2217	¬d19p12  & BRAF   |  CREBBP 	NA	0/NaN	-1/0	0/NaN	0/0.058256	0/NaN	1/0.33105	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2218	¬d19p12  & BRAF   |  KRAS  & NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/0	1/0.33105	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2219	¬PTEN  & BRAF   |  KRAS  & NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/0	1/0.23324	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22110	¬PTEN  & BRAF   |  NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.23324	0/NaN	0/NaN	0/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22111	BRAF   |  ¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.44911	0/NaN	0/NaN	0/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22112	BRAF   |  KRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.058256	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
Model 22113	BRAF   |  TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.058256	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22114	BRAF   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.058256	0/NaN	1/0.37138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22115	BRAF   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44911	0/NaN	0/NaN	0/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22116	BRAF   |  CREBBP  & ¬BRAF 	NA	0/NaN	0/NaN	0/NaN	0/0.058256	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22117	BRAF   |  ¬BRAF  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/0.058256	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22118	BRAF   |  CREBBP  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	1/0.48831	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22119	BRAF   |  KRAS  & ¬BRAF 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0.058256	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0 
Model 22120	BRAF   |  NF2  & EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.48831	0/NaN	0/NaN	0/0	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22121	¬d19p12  & BRAF   |  CREBBP  & ¬BRAF 	NA	0/NaN	-1/0	0/NaN	0/0.058256	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22122	BRAF   |  CREBBP  & KRAS 	NA	0/NaN	0/NaN	0/NaN	0/0	0/0	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22123	BRAF   |  KRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0	1/0.48831	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22124	¬d19p12  & BRAF   |  CREBBP  & NF2 	NA	0/NaN	-1/0	0/NaN	0/0	0/NaN	1/0.33105	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0 
Model 22125	BRAF   |  CREBBP  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/0.058256	0/NaN	1/0.48831	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0 
Model 22126	BRAF  & ¬NF2   |  CREBBP  & ¬SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/0.058256	0/NaN	1/0.3674	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2221	BRAF  & ¬NF1   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25987	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.069573	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0 
Model 2222	NRAS  & ¬SMARCA4   |  BRAF  & ¬TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.43867	0/NaN	1/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2223	BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.069573	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2224	¬d(FANCG,PAX5)  & BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	1/0.059564	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.069573	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2225	BRAF   |  ¬CREBBP  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	1/0.44623	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2226	¬d19p12  & BRAF   |  NRAS 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	1/0.36473	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2227	BRAF   |  ¬NF1  & NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/0	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
Model 2228	¬PTEN  & BRAF   |  NRAS  & ¬NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28828	0/NaN	0/0.069573	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2229	BRAF   |  NRAS 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22210	¬PTEN  & BRAF   |  NRAS 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28828	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22211	BRAF   |  ¬d19p12  & NRAS 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22212	¬PTEN  & BRAF   |  ¬d19p12  & NRAS 	NA	-1/0	0/0	0/NaN	0/NaN	0/NaN	1/0.28828	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0 
Model 22213	BRAF   |  NRAS  & ¬NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/0.069573	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22214	BRAF   |  PTEN  & NRAS 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22215	BRAF   |  PTEN  & ¬NF1 	NA	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0 
Model 22216	BRAF   |  TGFB-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.045532	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22217	¬PTEN  & BRAF   |  PTEN  & NRAS 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28828	0/NaN	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22218	¬PTEN  & BRAF   |  PTEN  & PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28828	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.069573	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22219	¬PTEN  & BRAF   |  PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28828	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.069573	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22220	¬PTEN  & BRAF   |  CREBBP  & ¬BRAF 	NA	-1/0	0/NaN	0/NaN	0/0.045532	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22221	¬PTEN  & BRAF   |  PTEN  & ¬NF1 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.28828	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 22222	BRAF   |  PTEN  & PI3K_only-DOWN 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.44623	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.069573	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22223	BRAF  & ¬NF1   |  CREBBP  & ¬NF1 	NA	0/NaN	0/NaN	0/NaN	0/0.045532	0/NaN	1/0.23582	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22224	¬KRAS  & BRAF   |  PTEN  & ¬NF1 	NA	0/0.069573	0/NaN	0/NaN	0/NaN	-1/0	1/0.43867	0/0.069573	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22225	BRAF   |  CREBBP  & ¬BRAF 	NA	0/NaN	0/NaN	0/NaN	0/0.045532	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22226	BRAF   |  ¬d(FANCG,PAX5)  & NRAS 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.44623	0/NaN	0/0.059564	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0 
Model 2231	BRAF   |  ¬d13q14.2  & PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/0.067877	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2232	PTEN  & ¬d13q14.2   |  BRAF 	NA	1/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	0/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2233	BRAF   |  PI3K_only-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.067877	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0 
Model 2234	¬PTEN  & BRAF   |  PI3K_only-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.067877	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2235	¬PTEN  & BRAF   |  PTEN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2236	BRAF   |  PTEN 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0 
Model 2237	BRAF   |  PTEN  & ¬CDKN2A 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2238	BRAF   |  PTEN  & ¬d19p12 	NA	0/0.067877	0/0	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2239	BRAF  & ¬NF2   |  PTEN  & ¬d19p12 	NA	0/0.067877	0/0	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22310	¬d19p12  & BRAF   |  PTEN 	NA	0/0.067877	-1/0	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22311	¬PTEN  & BRAF   |  PTEN  & ¬d19p12 	NA	-1/0	0/0	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22312	¬PTEN  & BRAF   |  PTEN  & ¬d(FANCG,PAX5) 	NA	-1/0	0/NaN	0/0	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0 
Model 22313	BRAF   |  PTEN  & ¬TGFB-DOWN 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0 
Model 22314	¬PTEN  & BRAF   |  PTEN  & ¬TGFB-DOWN 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0 /NaN 
Model	ModelDescription	CVError	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0 
Model 22315	BRAF   |  PTEN  & ¬d13q14.2 	NA	0/0.067877	0/NaN	0/NaN	0/NaN	0/NaN	1/0.34652	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
