Model	ModelDescription	CVError	PTEN	d19p12	d(FANCG,PAX5)	CREBBP	KRAS	BRAF	NF1	NRAS	NF2	CDKN2A	EP300	PIK3CA	SMARCA4	d13q14.2	H2O2-UP	IL-1-UP	TGFB-UP	PI3K_only-DOWN	TGFB-DOWN	Wnt-DOWN 
Model 14417	¬d19p12  & NF2  & ¬CDKN2A 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18867	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14418	¬d19p12  & ¬NF1  & NF2  & ¬CDKN2A 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.18867	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14419	¬d19p12  & ¬NF1  & NF2  & ¬PIK3CA 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.24632	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14420	¬d19p12  & ¬NF1  & NF2  & ¬SMARCA4 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.36856	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14421	¬d19p12  & ¬NF1  & NF2  & ¬d13q14.2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.25821	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14422	¬d19p12  & ¬NF1  & NF2  & ¬IL-1-UP 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.20973	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14423	¬d19p12  & ¬NF1  & NF2  & ¬PI3K_only-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.3043	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0 /NaN 
Model 14424	¬d19p12  & ¬NF1  & NF2  & ¬Wnt-DOWN 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	1/0.18867	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1 /0 
Model 14425	¬d19p12  & NF2  & ¬PIK3CA 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.24632	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 14426	¬d19p12  & NF2  & ¬PIK3CA  & ¬SMARCA4 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.35667	0/NaN	0/NaN	-1/0	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 1451	¬BRAF  & ¬NF1  & ¬NRAS  & ¬H2O2-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	-1/0.16879	-1/0.065117	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0.051875	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2101	NF2  | TGFB-UP 	 0.5	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model 2102	CREBBP  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.18816	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model 2103	EP300  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18816	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model 2111	SMARCA4  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model 2112	EP300  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model 2113	CREBBP  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model 2121	NF2  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25999	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.19266	0/NaN	0/NaN	0 /NaN 
Model 2131	NF2  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25259	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model 2132	CREBBP  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model 2133	EP300  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21901	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18718	0/NaN	0/NaN	0 /NaN 
Model 2141	NF2  | SMARCA4 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.29976	0/NaN	0/NaN	0/NaN	1/0.11035	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2142	CREBBP  | NF2 	NA	0/NaN	0/NaN	0/NaN	1/0.11035	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1502	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2143	NF2  | EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.1502	0/NaN	1/0.11035	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0 /NaN 
Model 2151	NF2  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.25086	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18589	0/NaN	0/NaN	0 /NaN 
Model 2152	CREBBP  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.21751	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18589	0/NaN	0/NaN	0 /NaN 
Model 2153	EP300  | TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.21751	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.18589	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2201	TGFB-UP   |  NF2 	 0.5	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 2202	TGFB-UP  & ¬TGFB-DOWN   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18816	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2203	NF2  & ¬Wnt-DOWN   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	-1 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2204	TGFB-UP  & ¬TGFB-DOWN   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	-1/0	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2205	¬PTEN  & TGFB-UP   |  NF2 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 2206	TGFB-UP   |  ¬d(FANCG,PAX5)  & NF2 	NA	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2092	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2207	NF2   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2208	NF2   |  ¬d19p12  & TGFB-UP 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 2209	TGFB-UP   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.18816	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22010	TGFB-UP   |  ¬NRAS  & NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22011	¬BRAF  & TGFB-UP   |  ¬d19p12  & NF2 	NA	0/NaN	0/0	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22012	¬BRAF  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
Model 22013	NF2   |  ¬EP300  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22014	¬EP300  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22015	NF2   |  ¬KRAS  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22016	¬CREBBP  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22017	¬PIK3CA  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22018	¬PIK3CA  & TGFB-UP   |  ¬PTEN  & NF2 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22019	TGFB-UP   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.18816	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22020	NF2   |  ¬BRAF  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22021	¬PTEN  & NF2   |  ¬BRAF  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22022	¬d19p12  & TGFB-UP   |  NF2 	NA	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22023	¬CDKN2A  & TGFB-UP   |  ¬PTEN  & NF2 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0 
Model 22024	¬d(FANCG,PAX5)  & TGFB-UP   |  NF2 	NA	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22025	¬PTEN  & NF2   |  ¬PTEN  & TGFB-UP 	NA	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22026	NF2   |  ¬PTEN  & TGFB-UP 	NA	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.217	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.16081	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1 
Model 2211	SMARCA4   |  TGFB-UP  & ¬Wnt-DOWN 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /0 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2212	SMARCA4   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2213	CREBBP   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2214	CREBBP   |  ¬d(FANCG,PAX5)  & TGFB-UP 	NA	0/NaN	0/NaN	0/0	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 2215	CREBBP   |  ¬d19p12  & TGFB-UP 	NA	0/NaN	0/0	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
Model 2216	¬d19p12  & CREBBP   |  ¬CDKN2A  & TGFB-UP 	NA	0/NaN	-1/0	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 2217	¬NRAS  & TGFB-UP   |  CREBBP  & BRAF 	NA	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	0/0	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 2218	¬NRAS  & TGFB-UP   |  BRAF  & EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	-1/0	0/NaN	0/NaN	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 2219	¬d19p12  & TGFB-UP   |  ¬d(FANCG,PAX5)  & EP300 	NA	0/NaN	-1/0	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22110	CREBBP  & ¬NRAS   |  TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	-1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22111	TGFB-UP   |  CREBBP  & BRAF 	NA	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0 
Model 22112	CREBBP   |  ¬EP300  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22113	TGFB-UP   |  ¬PTEN  & CREBBP 	NA	0/0	0/NaN	0/NaN	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22114	TGFB-UP   |  ¬d(FANCG,PAX5)  & CREBBP 	NA	0/NaN	0/NaN	0/0	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 22115	TGFB-UP   |  EP300 	NA	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
Model 22116	TGFB-UP   |  CREBBP 	NA	0/NaN	0/NaN	0/NaN	0/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0 
Model 22117	CREBBP   |  ¬CDKN2A  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0.11138	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0 
Model 22118	TGFB-UP   |  CREBBP  & EP300 	NA	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	1/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0 
Model 22119	CREBBP   |  ¬CREBBP  & TGFB-UP 	NA	0/NaN	0/NaN	0/NaN	1/0	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/NaN	0/0.2242	0/NaN	0/NaN	0 /NaN 
Model	ModelDescription	CVError	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 
